date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,yr_built,zipcode,year,house_age,city,typical_levy_rate,area_crime,school_rate,unemployment_rate,travel_time_to_work,median_household_income,total_population,median_age
2014-08-11,599000.0,3,1.75,1650,1180,3.0,0,3,8,2014,98105,2014,9,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-11,1415000.0,4,3.0,3110,4408,2.5,3,4,10,1931,98105,2014,92,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-14,980000.0,3,2.25,2390,4590,2.0,0,3,8,1941,98105,2014,82,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-14,875000.0,6,3.25,2820,4536,2.0,0,4,8,1917,98105,2014,106,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-14,671500.0,5,2.75,2160,4000,1.5,0,5,7,1927,98105,2014,96,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-15,514000.0,2,1.0,920,4000,1.0,0,4,7,1906,98105,2014,117,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-18,469000.0,2,1.0,1120,4284,1.0,0,3,6,1921,98105,2014,102,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-19,675000.0,4,2.0,1890,5188,1.5,0,4,7,1940,98105,2014,83,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-20,565000.0,3,1.75,1540,4800,1.0,0,4,6,1925,98105,2014,98,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-22,750000.0,2,2.25,1890,5400,2.0,0,5,8,1905,98105,2014,118,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-22,733000.0,4,1.75,1930,3876,1.5,0,5,7,1924,98105,2014,99,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-25,785000.0,4,1.5,2220,4000,1.5,0,3,8,1925,98105,2014,98,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-25,861000.0,3,2.0,2520,3959,1.0,0,5,8,1931,98105,2014,92,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-27,537000.0,4,2.0,1560,7104,1.5,0,3,7,1945,98105,2014,78,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-28,541000.0,3,1.75,1410,4080,1.5,0,4,7,1927,98105,2014,96,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-08-29,501000.0,3,1.0,1160,4360,1.0,0,4,8,1929,98105,2014,94,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-02,2950000.0,4,3.25,3890,25470,2.0,3,5,10,1923,98105,2014,100,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-03,998000.0,4,2.5,3030,6820,2.0,0,3,9,1947,98105,2014,76,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-03,545000.0,3,2.5,1280,1845,3.0,0,3,8,2009,98105,2014,14,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-05,540000.0,3,2.5,1280,1889,3.0,0,3,8,2009,98105,2014,14,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-10,613200.0,3,2.75,2050,3320,1.5,0,4,7,1927,98105,2014,96,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-11,1865000.0,6,2.75,4460,6952,2.5,2,4,10,1930,98105,2014,93,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-12,675000.0,4,2.75,2280,3200,1.5,0,5,8,1931,98105,2014,92,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-12,720000.0,3,1.75,2040,4000,2.0,0,5,7,1924,98105,2014,99,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-15,766500.0,2,1.75,2230,6930,1.0,0,4,8,1947,98105,2014,76,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-16,980000.0,4,1.75,2120,4000,1.5,0,4,8,1929,98105,2014,94,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-16,880000.0,4,3.5,2800,6750,2.0,0,3,9,1951,98105,2014,72,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-18,657500.0,4,1.5,1910,5000,1.5,0,3,7,1912,98105,2014,111,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-19,526000.0,3,3.25,1220,1281,2.0,0,3,8,2014,98105,2014,9,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-24,542000.0,2,1.0,890,3060,1.0,0,3,7,1910,98105,2014,113,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-24,575000.0,3,2.0,2168,4000,1.5,0,3,8,1907,98105,2014,116,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-29,815241.0,5,2.25,2060,4800,2.5,0,3,8,1907,98105,2014,116,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-30,525000.0,5,1.0,1280,3876,1.5,0,3,7,1923,98105,2014,100,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-30,469950.0,5,2.0,1220,4200,1.0,0,4,6,1921,98105,2014,102,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-09-30,555000.0,2,2.25,1160,954,2.0,0,3,8,2014,98105,2014,9,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-01,665000.0,3,2.75,1930,2960,1.5,0,5,7,1929,98105,2014,94,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-01,1600000.0,4,2.75,3680,5000,2.0,3,3,9,1936,98105,2014,87,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-01,770000.0,3,1.75,1900,6334,1.0,2,3,8,1948,98105,2014,75,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-02,485000.0,4,1.0,1620,4080,1.5,0,3,7,1923,98105,2014,100,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-02,1485000.0,4,3.5,3930,6120,2.0,0,3,10,2007,98105,2014,16,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-02,618000.0,4,1.0,1260,4080,1.0,0,4,7,1911,98105,2014,112,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-03,540000.0,4,1.75,1840,4280,1.0,0,4,7,1918,98105,2014,105,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-06,1020000.0,4,3.0,2720,4800,1.5,0,5,8,1928,98105,2014,95,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-07,712500.0,5,2.0,2280,5400,1.5,0,4,7,1947,98105,2014,76,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-08,450000.0,4,1.75,1640,1480,1.0,0,4,7,1912,98105,2014,111,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-08,603000.0,3,1.0,1790,5250,1.0,0,3,7,1943,98105,2014,80,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-09,580000.0,6,1.75,2180,4000,1.5,0,4,7,1926,98105,2014,97,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-10,610000.0,3,1.0,1000,4959,1.0,0,3,8,1945,98105,2014,78,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-13,625000.0,4,2.0,1760,5307,1.5,0,4,7,1948,98105,2014,75,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-14,441500.0,2,1.75,1010,4000,1.5,0,5,7,1919,98105,2014,104,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-14,509250.0,2,1.5,1480,3120,1.0,0,3,7,1914,98105,2014,109,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-15,730000.0,7,2.75,3110,4400,1.5,0,5,7,1914,98105,2014,109,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-15,1855000.0,5,3.25,5570,9600,2.0,0,5,9,1952,98105,2014,71,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-17,735000.0,4,1.75,2380,5700,2.0,1,4,7,1946,98105,2014,77,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-21,490000.0,2,1.0,950,3060,1.0,0,3,6,1925,98105,2014,98,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-23,447000.0,2,1.0,850,2700,1.0,0,5,6,1924,98105,2014,99,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-23,621000.0,3,1.0,1340,4000,1.5,0,4,7,1927,98105,2014,96,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-24,384000.0,3,2.25,990,736,2.5,0,3,8,2009,98105,2014,14,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-28,1250000.0,3,2.75,2780,4815,3.0,2,3,10,1974,98105,2014,49,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-29,552000.0,3,2.5,1280,1920,3.0,0,3,8,2009,98105,2014,14,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-31,556000.0,3,1.75,1590,2500,1.5,0,4,7,1908,98105,2014,115,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-31,889000.0,4,2.5,2570,4480,1.5,0,4,8,1927,98105,2014,96,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-10-31,655000.0,3,2.0,1820,4480,1.0,0,5,7,1923,98105,2014,100,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-03,599000.0,3,1.75,1650,1180,3.0,0,3,8,2014,98105,2014,9,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-04,380000.0,2,1.0,980,3400,1.0,0,3,7,1923,98105,2014,100,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-05,1295000.0,3,2.75,3340,12690,1.0,0,3,10,1956,98105,2014,67,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-06,716500.0,3,1.75,1930,5000,1.0,0,3,9,1936,98105,2014,87,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-11,1324050.0,3,3.25,3440,4080,2.0,0,3,9,2005,98105,2014,18,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-11,550000.0,4,2.0,2100,4500,1.0,0,5,7,1924,98105,2014,99,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-13,1300000.0,3,3.25,3400,5979,2.0,0,4,9,1937,98105,2014,86,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-13,510000.0,2,1.0,1390,5544,1.0,0,3,7,1947,98105,2014,76,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-13,471000.0,4,1.75,1450,3750,1.0,0,4,7,1925,98105,2014,98,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-18,810000.0,3,2.0,2390,8025,2.0,0,5,7,1921,98105,2014,102,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-18,589000.0,3,1.5,1390,5040,1.0,0,3,7,1947,98105,2014,76,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-20,961000.0,5,2.75,2590,6120,2.0,0,3,8,1909,98105,2014,114,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-24,907000.0,3,1.5,1340,6000,1.5,1,3,9,1927,98105,2014,96,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-24,1325000.0,3,2.5,2280,5000,2.0,3,4,9,1926,98105,2014,97,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-25,562000.0,4,1.75,2060,4080,1.5,0,3,7,1922,98105,2014,101,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-25,664000.0,4,2.0,1530,4080,1.5,0,4,7,1912,98105,2014,111,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-25,790000.0,3,1.75,2050,4080,2.0,0,3,8,1991,98105,2014,32,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-11-25,978000.0,3,1.5,2390,4000,1.5,0,3,9,1936,98105,2014,87,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-03,602000.0,2,1.0,1470,6398,1.0,0,4,7,1941,98105,2014,82,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-04,458000.0,3,4.0,1390,1569,2.0,0,3,9,2006,98105,2014,17,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-09,1295000.0,5,3.5,3700,8504,2.0,0,3,8,1950,98105,2014,73,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-10,1475000.0,5,3.25,3680,10300,1.5,0,4,10,1927,98105,2014,96,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-11,460000.0,2,1.75,1390,4160,1.0,0,5,6,1916,98105,2014,107,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-15,730000.0,2,1.0,1860,3400,1.0,0,3,7,1920,98105,2014,103,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-19,808000.0,8,3.75,3460,4600,2.0,0,3,7,1987,98105,2014,36,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-19,651000.0,3,1.5,1890,4400,1.5,0,5,7,1919,98105,2014,104,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-22,550000.0,4,2.0,1540,5000,1.5,0,4,7,1913,98105,2014,110,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-22,570000.0,3,1.75,1370,3300,2.0,0,5,7,1927,98105,2014,96,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-22,670000.0,3,1.0,1710,6195,1.0,0,3,7,1946,98105,2014,77,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-23,1130000.0,4,3.0,3180,4649,2.0,0,4,9,1925,98105,2014,98,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-12-29,660000.0,10,3.0,2920,3745,2.0,0,4,7,1913,98105,2014,110,Seattle,0.10289999999999999,"40,649",0.5341463,0.08199999999999999,23.1,"47,474","45,515",23.3
2014-05-02,403000.0,3,2.0,1960,13100,1.0,2,5,8,1957,98166,2014,66,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-07,246000.0,3,1.0,1400,7410,1.0,0,3,6,1944,98166,2014,79,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-07,249000.0,3,1.0,1110,8423,1.0,0,3,7,1952,98166,2014,71,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-07,265000.0,5,1.5,1500,7112,1.0,0,5,6,1920,98166,2014,103,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-07,250000.0,1,1.0,1100,4373,1.0,0,2,6,1947,98166,2014,76,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-08,543200.0,6,2.25,2820,15600,1.5,2,5,7,1940,98166,2014,83,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-08,988500.0,3,2.75,2015,16807,2.0,4,3,9,2007,98166,2014,16,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-08,647500.0,4,1.75,2060,26036,1.0,0,4,8,1947,98166,2014,76,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-09,431000.0,4,2.25,2170,10500,1.0,2,4,8,1960,98166,2014,63,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-09,315000.0,5,1.75,2320,8100,1.0,0,4,7,1956,98166,2014,67,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-12,192000.0,2,1.0,700,10540,1.0,0,3,6,1953,98166,2014,70,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-12,947500.0,3,2.75,2980,27144,1.5,2,5,8,1917,98166,2014,106,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-12,211000.0,3,1.5,1350,7620,1.0,0,5,6,1941,98166,2014,82,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-13,285000.0,3,1.0,1090,8640,1.0,0,4,6,1973,98166,2014,50,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-13,375000.0,3,1.0,1190,9486,1.0,0,4,7,1953,98166,2014,70,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-14,530000.0,4,2.75,2450,15002,1.0,0,5,9,1974,98166,2014,49,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-20,675000.0,4,3.0,2690,28300,1.0,0,3,8,1954,98166,2014,69,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-22,249950.0,2,1.0,940,8532,1.0,0,4,7,1959,98166,2014,64,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-23,554820.0,4,2.0,3510,12905,1.0,2,3,8,1965,98166,2014,58,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-27,244000.0,3,1.0,910,5250,1.0,0,4,6,1971,98166,2014,52,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-28,270000.0,3,1.5,1430,8960,1.0,0,4,6,1953,98166,2014,70,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-05-30,260000.0,3,1.75,1050,5850,1.0,0,3,7,1980,98166,2014,43,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-04,390000.0,3,1.0,1240,11108,1.0,0,4,7,1952,98166,2014,71,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-06,185000.0,3,1.0,1840,8100,1.0,0,4,7,1953,98166,2014,70,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-06,387500.0,3,1.0,1560,14333,1.0,0,4,7,1953,98166,2014,70,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-06,1035000.0,4,3.25,3450,11240,2.0,3,4,10,1960,98166,2014,63,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-09,235000.0,3,1.0,1590,13000,1.5,0,3,6,1944,98166,2014,79,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-09,480000.0,4,1.75,2220,6500,2.0,3,4,8,1964,98166,2014,59,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-12,495000.0,3,2.0,1769,9300,1.0,0,4,7,1955,98166,2014,68,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-13,459950.0,3,1.75,1850,6869,1.0,2,5,6,1919,98166,2014,104,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-16,465000.0,3,2.25,2670,7500,1.0,0,4,7,1966,98166,2014,57,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-17,142500.0,4,0.75,1440,13300,1.0,0,3,6,1948,98166,2014,75,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-18,403500.0,5,2.5,3600,17300,1.0,0,4,8,1968,98166,2014,55,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-18,250275.0,2,1.0,790,11234,1.0,0,4,6,1942,98166,2014,81,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-18,410000.0,4,2.0,1970,10500,1.0,0,3,8,1961,98166,2014,62,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-19,519000.0,3,2.75,2020,10744,1.0,0,5,7,1954,98166,2014,69,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-19,540500.0,5,3.75,3090,7415,2.0,0,3,8,2014,98166,2014,9,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-20,332000.0,3,2.0,1510,7884,1.0,0,3,6,1942,98166,2014,81,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-20,455000.0,4,2.25,2450,21000,1.0,2,4,8,1954,98166,2014,69,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-23,495000.0,3,2.0,2950,12196,2.0,0,4,7,1918,98166,2014,105,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-24,324950.0,3,1.5,1460,8710,1.0,0,3,7,1955,98166,2014,68,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-24,440000.0,3,1.75,2000,9900,1.0,2,4,8,1957,98166,2014,66,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-25,440000.0,3,1.75,2030,17100,1.0,0,4,7,1953,98166,2014,70,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-25,995000.0,3,4.5,4380,47044,2.0,3,3,9,1968,98166,2014,55,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-26,359000.0,5,1.75,1940,6654,1.5,0,4,7,1953,98166,2014,70,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-26,252750.0,4,1.0,1230,7410,1.5,0,3,7,1944,98166,2014,79,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-26,210000.0,2,1.0,720,8040,1.0,0,3,6,1943,98166,2014,80,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-26,710000.0,3,3.25,3740,136915,2.5,0,3,11,1990,98166,2014,33,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-26,669000.0,2,1.75,1950,10766,1.0,3,4,6,1952,98166,2014,71,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-26,164950.0,3,1.75,1570,15330,1.0,0,3,7,1956,98166,2014,67,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-26,365000.0,5,2.0,2280,19000,1.5,0,3,6,1924,98166,2014,99,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-26,329950.0,3,1.0,1750,7800,1.0,0,4,7,1956,98166,2014,67,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
2014-06-27,410000.0,3,1.0,2710,19000,2.0,3,4,7,1950,98166,2014,73,Seattle,0.10289999999999999,"40,649",0.5341463,0.064,26.4,"65,374","21,087",43.2
